Chemical Information										Mixture Information				exact mass		theoretical m/z			measured m/z			Ion mobilty			Chromatography				NAPS RT Pre																					NAPS RT Post																			
ChEBI name	ChEBI	KEGG	HMDB	LipidMaps	SMILES	InChI	InChIKey	formula		Chemical Exposome	Mixture	Mix Name		M		[M+H]+	[M+Na]+		[M+H]+	[M+Na]+		CCS [M+H]+	CCS [M+Na]+		RT (apex)	RT (minim)	RT (maxim)		C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C20		C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C20
(R)-2-benzylsuccinic acid	CHEBI:41241	C09816	HMDB0012127		OC(=O)C[C@@H](Cc1ccccc1)C(O)=O	InChI=1S/C11H12O4/c12-10(13)7-9(11(14)15)6-8-4-2-1-3-5-8/h1-5,9H,6-7H2,(H,12,13)(H,14,15)/t9-/m1/s1	GTOFKXZQQDSVFH-SECBINFHSA-N	C11H12O4		Eukaryotic Exposome	17.1	Eukaryotic Exposome_17.1		208.0735589		209.0808349	231.0627789												0.454	0.474	0.554	0.843	2.010	3.377	4.105	4.683	5.182	5.641	6.060	6.479	6.878	7.267	7.666	8.045	8.424	8.793	9.142	9.461		0.448	0.468	0.557	0.847	2.004	3.380	4.108	4.677	5.176	5.634	6.063	6.472	6.871	7.270	7.659	8.048	8.427	8.786	9.135	9.465
ribothymidine	CHEBI:45996		HMDB0000884		CC1=CN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)NC1=O	InChI=1S/C10H14N2O6/c1-4-2-12(10(17)11-8(4)16)9-7(15)6(14)5(3-13)18-9/h2,5-7,9,13-15H,3H2,1H3,(H,11,16,17)/t5-,6-,7-,9-/m1/s1	DWRXFEITVBNRMK-JXOAFFINSA-N	C10H14N2O6		Eukaryotic Exposome	17.1	Eukaryotic Exposome_17.1		258.0851862		259.0924622	281.0744062												0.454	0.474	0.554	0.843	2.010	3.377	4.105	4.683	5.182	5.641	6.060	6.479	6.878	7.267	7.666	8.045	8.424	8.793	9.142	9.461		0.448	0.468	0.557	0.847	2.004	3.380	4.108	4.677	5.176	5.634	6.063	6.472	6.871	7.270	7.659	8.048	8.427	8.786	9.135	9.465
thiocyanate	CHEBI:18022		HMDB0001453		[S-]C#N	InChI=1S/CHNS/c2-1-3/h3H/p-1	ZMZDMBWJUHKJPS-UHFFFAOYSA-M	CNS		Eukaryotic Exposome	17.2	Eukaryotic Exposome_17.2		57.975145		58.982421	80.964365												0.454	0.474	0.554	0.843	2.010	3.377	4.105	4.683	5.182	5.641	6.060	6.479	6.878	7.267	7.666	8.045	8.424	8.793	9.142	9.461		0.448	0.468	0.557	0.847	2.004	3.380	4.108	4.677	5.176	5.634	6.063	6.472	6.871	7.270	7.659	8.048	8.427	8.786	9.135	9.465
propionic acid	CHEBI:30768	C00163	HMDB0000237		CCC(O)=O	InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)	XBDQKXXYIPTUBI-UHFFFAOYSA-N	C3H6O2		Eukaryotic Exposome	17.2	Eukaryotic Exposome_17.2		74.03677943		75.04405543	97.02599943												0.454	0.474	0.554	0.843	2.010	3.377	4.105	4.683	5.182	5.641	6.060	6.479	6.878	7.267	7.666	8.045	8.424	8.793	9.142	9.461		0.448	0.468	0.557	0.847	2.004	3.380	4.108	4.677	5.176	5.634	6.063	6.472	6.871	7.270	7.659	8.048	8.427	8.786	9.135	9.465
benzoic acid	CHEBI:30746	C00539	HMDB0001870		OC(=O)C1=CC=CC=C1	InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)	WPYMKLBDIGXBTP-UHFFFAOYSA-N	C7H6O2		Eukaryotic Exposome	17.2	Eukaryotic Exposome_17.2		122.0367794		123.0440554	145.0259994												0.454	0.474	0.554	0.843	2.010	3.377	4.105	4.683	5.182	5.641	6.060	6.479	6.878	7.267	7.666	8.045	8.424	8.793	9.142	9.461		0.448	0.468	0.557	0.847	2.004	3.380	4.108	4.677	5.176	5.634	6.063	6.472	6.871	7.270	7.659	8.048	8.427	8.786	9.135	9.465
hydratropic acid	CHEBI:48526		HMDB0011743		CC(C(O)=O)C1=CC=CC=C1	InChI=1S/C9H10O2/c1-7(9(10)11)8-5-3-2-4-6-8/h2-7H,1H3,(H,10,11)	YPGCWEMNNLXISK-UHFFFAOYSA-N	C9H10O2		Eukaryotic Exposome	17.2	Eukaryotic Exposome_17.2		150.0680796		151.0753556	173.0572996												0.454	0.474	0.554	0.843	2.010	3.377	4.105	4.683	5.182	5.641	6.060	6.479	6.878	7.267	7.666	8.045	8.424	8.793	9.142	9.461		0.448	0.468	0.557	0.847	2.004	3.380	4.108	4.677	5.176	5.634	6.063	6.472	6.871	7.270	7.659	8.048	8.427	8.786	9.135	9.465
allantoin	CHEBI:15676	C01551	HMDB0000462		NC(=O)NC1NC(=O)NC1=O	InChI=1S/C4H6N4O3/c5-3(10)6-1-2(9)8-4(11)7-1/h1H,(H3,5,6,10)(H2,7,8,9,11)	POJWUDADGALRAB-UHFFFAOYSA-N	C4H6N4O3		Eukaryotic Exposome	17.2	Eukaryotic Exposome_17.2		158.0439901		159.0512661	181.0332101												0.454	0.474	0.554	0.843	2.010	3.377	4.105	4.683	5.182	5.641	6.060	6.479	6.878	7.267	7.666	8.045	8.424	8.793	9.142	9.461		0.448	0.468	0.557	0.847	2.004	3.380	4.108	4.677	5.176	5.634	6.063	6.472	6.871	7.270	7.659	8.048	8.427	8.786	9.135	9.465
Oxyresveratrol	CHEBI:7870	C10273	HMDB0128505		Oc1ccc(\C=C\c2cc(O)cc(O)c2)c(O)c1	InChI=1S/C14H12O4/c15-11-4-3-10(14(18)8-11)2-1-9-5-12(16)7-13(17)6-9/h1-8,15-18H/b2-1+	PDHAOJSHSJQANO-OWOJBTEDSA-N	C14H12O4		Eukaryotic Exposome	17.2	Eukaryotic Exposome_17.2		244.0735589		245.0808349	267.0627789												0.454	0.474	0.554	0.843	2.010	3.377	4.105	4.683	5.182	5.641	6.060	6.479	6.878	7.267	7.666	8.045	8.424	8.793	9.142	9.461		0.448	0.468	0.557	0.847	2.004	3.380	4.108	4.677	5.176	5.634	6.063	6.472	6.871	7.270	7.659	8.048	8.427	8.786	9.135	9.465
decanal	CHEBI:31457	C12307	HMDB0011623	LMFA06000052	CCCCCCCCCC=O	InChI=1S/C10H20O/c1-2-3-4-5-6-7-8-9-10-11/h10H,2-9H2,1H3	KSMVZQYAVGTKIV-UHFFFAOYSA-N	C10H20O		Eukaryotic Exposome	18.1	Eukaryotic Exposome_18.1		156.1514153		157.1586913	179.1406353												0.454	0.474	0.554	0.843	2.010	3.377	4.105	4.683	5.182	5.641	6.060	6.479	6.878	7.267	7.666	8.045	8.424	8.793	9.142	9.461		0.448	0.468	0.557	0.847	2.004	3.380	4.108	4.677	5.176	5.634	6.063	6.472	6.871	7.270	7.659	8.048	8.427	8.786	9.135	9.465
dodecanedioic acid	CHEBI:4676	C02678	HMDB0000623	LMFA01170009	OC(=O)CCCCCCCCCCC(O)=O	InChI=1S/C12H22O4/c13-11(14)9-7-5-3-1-2-4-6-8-10-12(15)16/h1-10H2,(H,13,14)(H,15,16)	TVIDDXQYHWJXFK-UHFFFAOYSA-N	C12H22O4		Eukaryotic Exposome	18.1	Eukaryotic Exposome_18.1		230.1518092		231.1590852	253.1410292												0.454	0.474	0.554	0.843	2.010	3.377	4.105	4.683	5.182	5.641	6.060	6.479	6.878	7.267	7.666	8.045	8.424	8.793	9.142	9.461		0.448	0.468	0.557	0.847	2.004	3.380	4.108	4.677	5.176	5.634	6.063	6.472	6.871	7.270	7.659	8.048	8.427	8.786	9.135	9.465
baicalein	CHEBI:2979	C10023	HMDB0134890	LMPK12111095	OC1=C(O)C(O)=C2C(=O)C=C(OC2=C1)C1=CC=CC=C1	InChI=1S/C15H10O5/c16-9-6-11(8-4-2-1-3-5-8)20-12-7-10(17)14(18)15(19)13(9)12/h1-7,17-19H	FXNFHKRTJBSTCS-UHFFFAOYSA-N	C15H10O5		Eukaryotic Exposome	18.1	Eukaryotic Exposome_18.1		270.0528234		271.0600994	293.0420434												0.454	0.474	0.554	0.843	2.010	3.377	4.105	4.683	5.182	5.641	6.060	6.479	6.878	7.267	7.666	8.045	8.424	8.793	9.142	9.461		0.448	0.468	0.557	0.847	2.004	3.380	4.108	4.677	5.176	5.634	6.063	6.472	6.871	7.270	7.659	8.048	8.427	8.786	9.135	9.465
nonadecanoic acid	CHEBI:39246	C16535	HMDB0000772		CCCCCCCCCCCCCCCCCCC(O)=O	InChI=1S/C19H38O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19(20)21/h2-18H2,1H3,(H,20,21)	ISYWECDDZWTKFF-UHFFFAOYSA-N	C19H38O2		Eukaryotic Exposome	18.1	Eukaryotic Exposome_18.1		298.2871805		299.2944565	321.2764005												0.454	0.474	0.554	0.843	2.010	3.377	4.105	4.683	5.182	5.641	6.060	6.479	6.878	7.267	7.666	8.045	8.424	8.793	9.142	9.461		0.448	0.468	0.557	0.847	2.004	3.380	4.108	4.677	5.176	5.634	6.063	6.472	6.871	7.270	7.659	8.048	8.427	8.786	9.135	9.465
ergosterol	CHEBI:16933	C01694	HMDB0000878	LMST01030093	[H][C@@]1(CC[C@@]2([H])C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)\C=C\[C@H](C)C(C)C	InChI=1S/C28H44O/c1-18(2)19(3)7-8-20(4)24-11-12-25-23-10-9-21-17-22(29)13-15-27(21,5)26(23)14-16-28(24,25)6/h7-10,18-20,22,24-26,29H,11-17H2,1-6H3/b8-7+/t19-,20+,22-,24+,25-,26-,27-,28+/m0/s1	DNVPQKQSNYMLRS-APGDWVJJSA-N	C28H44O		Eukaryotic Exposome	18.1	Eukaryotic Exposome_18.1		396.339216		397.346492	419.328436												0.454	0.474	0.554	0.843	2.010	3.377	4.105	4.683	5.182	5.641	6.060	6.479	6.878	7.267	7.666	8.045	8.424	8.793	9.142	9.461		0.448	0.468	0.557	0.847	2.004	3.380	4.108	4.677	5.176	5.634	6.063	6.472	6.871	7.270	7.659	8.048	8.427	8.786	9.135	9.465
glycoursodeoxycholic acid	CHEBI:89929		HMDB0000708		[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(=O)NCC(O)=O	InChI=1S/C26H43NO5/c1-15(4-7-22(30)27-14-23(31)32)18-5-6-19-24-20(9-11-26(18,19)3)25(2)10-8-17(28)12-16(25)13-21(24)29/h15-21,24,28-29H,4-14H2,1-3H3,(H,27,30)(H,31,32)/t15-,16+,17-,18-,19+,20+,21+,24+,25+,26-/m1/s1	GHCZAUBVMUEKKP-XROMFQGDSA-N	C26H43NO5		Eukaryotic Exposome	18.1	Eukaryotic Exposome_18.1		449.3141235		450.3213995	472.3033435												0.454	0.474	0.554	0.843	2.010	3.377	4.105	4.683	5.182	5.641	6.060	6.479	6.878	7.267	7.666	8.045	8.424	8.793	9.142	9.461		0.448	0.468	0.557	0.847	2.004	3.380	4.108	4.677	5.176	5.634	6.063	6.472	6.871	7.270	7.659	8.048	8.427	8.786	9.135	9.465
astaxanthin	CHEBI:40968	C08580	HMDB0002204	LMPR01070263	C\C(\C=C\C=C(/C)\C=C\C1=C(C)C(=O)[C@@H](O)CC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)C(=O)[C@@H](O)CC1(C)C	InChI=1S/C40H52O4/c1-27(17-13-19-29(3)21-23-33-31(5)37(43)35(41)25-39(33,7)8)15-11-12-16-28(2)18-14-20-30(4)22-24-34-32(6)38(44)36(42)26-40(34,9)10/h11-24,35-36,41-42H,25-26H2,1-10H3/b12-11+,17-13+,18-14+,23-21+,24-22+,27-15+,28-16+,29-19+,30-20+/t35-,36-/m0/s1	MQZIGYBFDRPAKN-UWFIBFSHSA-N	C40H52O4		Eukaryotic Exposome	18.1	Eukaryotic Exposome_18.1		596.3865601		597.3938361	619.3757801												0.454	0.474	0.554	0.843	2.010	3.377	4.105	4.683	5.182	5.641	6.060	6.479	6.878	7.267	7.666	8.045	8.424	8.793	9.142	9.461		0.448	0.468	0.557	0.847	2.004	3.380	4.108	4.677	5.176	5.634	6.063	6.472	6.871	7.270	7.659	8.048	8.427	8.786	9.135	9.465
thiazole	CHEBI:43732	C02740	HMDB0029713		S1C=CN=C1	InChI=1S/C3H3NS/c1-2-5-3-4-1/h1-3H	FZWLAAWBMGSTSO-UHFFFAOYSA-N	C3H3NS		Human Endosome	2.1	Human Endosome_2.1		84.9986201		86.0058961	107.9878401		Not detected	Not detected									0.452	0.472	0.561	0.871	2.077	3.404	4.132	4.701	5.199	5.648	6.077	6.486	6.895	7.284	7.673	8.062	8.441	8.810	9.149	9.478		0.443	0.473	0.563	0.862	2.079	3.416	4.124	4.702	5.191	5.650	6.079	6.488	6.887	7.286	7.675	8.064	8.443	8.802	9.151	9.480
methylmalonic acid	CHEBI:30860	C02170	HMDB0000202	LMFA01170118	CC(C(O)=O)C(O)=O	InChI=1S/C4H6O4/c1-2(3(5)6)4(7)8/h2H,1H3,(H,5,6)(H,7,8)	ZIYVHBGGAOATLY-UHFFFAOYSA-N	C4H6O4		Human Endosome	2.1	Human Endosome_2.1		118.0266087		119.0338847	141.0158287		119.0339	141.0162					0.698	0.658	0.848		0.452	0.472	0.561	0.871	2.077	3.404	4.132	4.701	5.199	5.648	6.077	6.486	6.895	7.284	7.673	8.062	8.441	8.810	9.149	9.478		0.443	0.473	0.563	0.862	2.079	3.416	4.124	4.702	5.191	5.650	6.079	6.488	6.887	7.286	7.675	8.064	8.443	8.802	9.151	9.480
2-phenylethanol	CHEBI:49000	C05853	HMDB0033944		OCCC1=CC=CC=C1	InChI=1S/C8H10O/c9-7-6-8-4-2-1-3-5-8/h1-5,9H,6-7H2	WRMNZCZEMHIOCP-UHFFFAOYSA-N	C8H10O		Human Endosome	2.1	Human Endosome_2.1		122.0731649		123.0804409	145.0623849		Not detected	Not detected									0.452	0.472	0.561	0.871	2.077	3.404	4.132	4.701	5.199	5.648	6.077	6.486	6.895	7.284	7.673	8.062	8.441	8.810	9.149	9.478		0.443	0.473	0.563	0.862	2.079	3.416	4.124	4.702	5.191	5.650	6.079	6.488	6.887	7.286	7.675	8.064	8.443	8.802	9.151	9.480
3-hydroxybenzyl alcohol	CHEBI:17069	C03351	HMDB0059712		OCC1=CC=CC(O)=C1	InChI=1S/C7H8O2/c8-5-6-2-1-3-7(9)4-6/h1-4,8-9H,5H2	OKVJCVWFVRATSG-UHFFFAOYSA-N	C7H8O2		Human Endosome	2.1	Human Endosome_2.1		124.0524295		125.0597055	147.0416495		Not detected	Not detected									0.452	0.472	0.561	0.871	2.077	3.404	4.132	4.701	5.199	5.648	6.077	6.486	6.895	7.284	7.673	8.062	8.441	8.810	9.149	9.478		0.443	0.473	0.563	0.862	2.079	3.416	4.124	4.702	5.191	5.650	6.079	6.488	6.887	7.286	7.675	8.064	8.443	8.802	9.151	9.480
5-aminoimidazole-4-carboxamide	CHEBI:2030	C04051	HMDB0003192		NC(=O)C1=C(N)N=CN1	InChI=1S/C4H6N4O/c5-3-2(4(6)9)7-1-8-3/h1H,5H2,(H2,6,9)(H,7,8)	DVNYTAVYBRSTGK-UHFFFAOYSA-N	C4H6N4O		Human Endosome	2.1	Human Endosome_2.1		126.0541608		127.0614368	149.0433808		127.0614	149.0435					0.429	0.39	0.598		0.452	0.472	0.561	0.871	2.077	3.404	4.132	4.701	5.199	5.648	6.077	6.486	6.895	7.284	7.673	8.062	8.441	8.810	9.149	9.478		0.443	0.473	0.563	0.862	2.079	3.416	4.124	4.702	5.191	5.650	6.079	6.488	6.887	7.286	7.675	8.064	8.443	8.802	9.151	9.480
L-leucine	CHEBI:15603	C00123	HMDB0000687		CC(C)C[C@H](N)C(O)=O	InChI=1S/C6H13NO2/c1-4(2)3-5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t5-/m0/s1	ROHFNLRQFUQHCH-YFKPBYRVSA-N	C6H13NO2		Human Endosome	2.1	Human Endosome_2.1		131.0946287		132.1019047	154.0838487		132.1024	154.0866					0.648	0.459	0.818		0.452	0.472	0.561	0.871	2.077	3.404	4.132	4.701	5.199	5.648	6.077	6.486	6.895	7.284	7.673	8.062	8.441	8.810	9.149	9.478		0.443	0.473	0.563	0.862	2.079	3.416	4.124	4.702	5.191	5.650	6.079	6.488	6.887	7.286	7.675	8.064	8.443	8.802	9.151	9.480
ethylmalonic acid	CHEBI:741548		HMDB0000622		CCC(C(O)=O)C(O)=O	InChI=1S/C5H8O4/c1-2-3(4(6)7)5(8)9/h3H,2H2,1H3,(H,6,7)(H,8,9)	UKFXDFUAPNAMPJ-UHFFFAOYSA-N	C5H8O4		Human Endosome	2.1	Human Endosome_2.1		132.0422587		133.0495347	155.0314787		133.0495	155.0312					1.227	1.168	1.406		0.452	0.472	0.561	0.871	2.077	3.404	4.132	4.701	5.199	5.648	6.077	6.486	6.895	7.284	7.673	8.062	8.441	8.810	9.149	9.478		0.443	0.473	0.563	0.862	2.079	3.416	4.124	4.702	5.191	5.650	6.079	6.488	6.887	7.286	7.675	8.064	8.443	8.802	9.151	9.480
5,6-dihydroxyindole	CHEBI:27404	C05578	HMDB0004058		OC1=C(O)C=C2C=CNC2=C1	InChI=1S/C8H7NO2/c10-7-3-5-1-2-9-6(5)4-8(7)11/h1-4,9-11H	SGNZYJXNUURYCH-UHFFFAOYSA-N	C8H7NO2		Human Endosome	2.1	Human Endosome_2.1		149.0476785		150.0549545	172.0368985		150.0554	172.0351					0.469	0.429	0.589		0.452	0.472	0.561	0.871	2.077	3.404	4.132	4.701	5.199	5.648	6.077	6.486	6.895	7.284	7.673	8.062	8.441	8.810	9.149	9.478		0.443	0.473	0.563	0.862	2.079	3.416	4.124	4.702	5.191	5.650	6.079	6.488	6.887	7.286	7.675	8.064	8.443	8.802	9.151	9.480
9H-xanthine	CHEBI:17712	C00385	HMDB0000292		O=C1NC2=C(NC=N2)C(=O)N1	InChI=1S/C5H4N4O2/c10-4-2-3(7-1-6-2)8-5(11)9-4/h1H,(H3,6,7,8,9,10,11)	LRFVTYWOQMYALW-UHFFFAOYSA-N	C5H4N4O2		Human Endosome	2.1	Human Endosome_2.1		152.0334254		153.0407014	175.0226454		153.0409						0.539	0.459	0.748		0.452	0.472	0.561	0.871	2.077	3.404	4.132	4.701	5.199	5.648	6.077	6.486	6.895	7.284	7.673	8.062	8.441	8.810	9.149	9.478		0.443	0.473	0.563	0.862	2.079	3.416	4.124	4.702	5.191	5.650	6.079	6.488	6.887	7.286	7.675	8.064	8.443	8.802	9.151	9.480
dopamine	CHEBI:18243	C03758	HMDB0000073		NCCC1=CC(O)=C(O)C=C1	InChI=1S/C8H11NO2/c9-4-3-6-1-2-7(10)8(11)5-6/h1-2,5,10-11H,3-4,9H2	VYFYYTLLBUKUHU-UHFFFAOYSA-N	C8H11NO2		Human Endosome	2.1	Human Endosome_2.1		153.0789786		154.0862546	176.0681986		154.0868	176.0714					0.509	0.469	0.698		0.452	0.472	0.561	0.871	2.077	3.404	4.132	4.701	5.199	5.648	6.077	6.486	6.895	7.284	7.673	8.062	8.441	8.810	9.149	9.478		0.443	0.473	0.563	0.862	2.079	3.416	4.124	4.702	5.191	5.650	6.079	6.488	6.887	7.286	7.675	8.064	8.443	8.802	9.151	9.480
2,4-dihydroxypyrimidine-5-carboxylic acid	CHEBI:192377				OC(=O)C1=CN=C(O)N=C1O	InChI=1S/C5H4N2O4/c8-3-2(4(9)10)1-6-5(11)7-3/h1H,(H,9,10)(H2,6,7,8,11)	ZXYAAVBXHKCJJB-UHFFFAOYSA-N	C5H4N2O4		Human Endosome	2.1	Human Endosome_2.1		156.0171066		157.0243826	179.0063266		157.0245	179.0068					0.589	0.519	0.698		0.452	0.472	0.561	0.871	2.077	3.404	4.132	4.701	5.199	5.648	6.077	6.486	6.895	7.284	7.673	8.062	8.441	8.810	9.149	9.478		0.443	0.473	0.563	0.862	2.079	3.416	4.124	4.702	5.191	5.650	6.079	6.488	6.887	7.286	7.675	8.064	8.443	8.802	9.151	9.480
keto-phenylpyruvic acid	CHEBI:30851	C00166	HMDB0000205		OC(=O)C(=O)CC1=CC=CC=C1	InChI=1S/C9H8O3/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,11,12)	BTNMPGBKDVTSJY-UHFFFAOYSA-N	C9H8O3		Human Endosome	2.1	Human Endosome_2.1		164.0473441		165.0546201	187.0365641		Not detected	Not detected									0.452	0.472	0.561	0.871	2.077	3.404	4.132	4.701	5.199	5.648	6.077	6.486	6.895	7.284	7.673	8.062	8.441	8.810	9.149	9.478		0.443	0.473	0.563	0.862	2.079	3.416	4.124	4.702	5.191	5.650	6.079	6.488	6.887	7.286	7.675	8.064	8.443	8.802	9.151	9.480
L-phenylalanine	CHEBI:17295	C00079	HMDB0000159		N[C@@H](CC1=CC=CC=C1)C(O)=O	InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1	COLNVLDHVKWLRT-QMMMGPOBSA-N	C9H11NO2		Human Endosome	2.1	Human Endosome_2.1		165.0789786		166.0862546	188.0681986		166.0868						0.928	0.848	1.157		0.452	0.472	0.561	0.871	2.077	3.404	4.132	4.701	5.199	5.648	6.077	6.486	6.895	7.284	7.673	8.062	8.441	8.810	9.149	9.478		0.443	0.473	0.563	0.862	2.079	3.416	4.124	4.702	5.191	5.650	6.079	6.488	6.887	7.286	7.675	8.064	8.443	8.802	9.151	9.480
pyridoxamine	CHEBI:16410	C00534	HMDB0001431		CC1=C(O)C(CN)=C(CO)C=N1	InChI=1S/C8H12N2O2/c1-5-8(12)7(2-9)6(4-11)3-10-5/h3,11-12H,2,4,9H2,1H3	NHZMQXZHNVQTQA-UHFFFAOYSA-N	C8H12N2O2		Human Endosome	2.1	Human Endosome_2.1		168.0898776		169.0971536	191.0790976		169.0974	192.0838					0.399	0.36	0.529		0.452	0.472	0.561	0.871	2.077	3.404	4.132	4.701	5.199	5.648	6.077	6.486	6.895	7.284	7.673	8.062	8.441	8.810	9.149	9.478		0.443	0.473	0.563	0.862	2.079	3.416	4.124	4.702	5.191	5.650	6.079	6.488	6.887	7.286	7.675	8.064	8.443	8.802	9.151	9.480
vanillylmandelic acid	CHEBI:20106	C05584	HMDB0000291		COc1cc(ccc1O)C(O)C(O)=O	InChI=1S/C9H10O5/c1-14-7-4-5(2-3-6(7)10)8(11)9(12)13/h2-4,8,10-11H,1H3,(H,12,13)	CGQCWMIAEPEHNQ-UHFFFAOYSA-N	C9H10O5		Human Endosome	2.1	Human Endosome_2.1		198.0528234		199.0600994	221.0420434		Not detected	Not detected									0.452	0.472	0.561	0.871	2.077	3.404	4.132	4.701	5.199	5.648	6.077	6.486	6.895	7.284	7.673	8.062	8.441	8.810	9.149	9.478		0.443	0.473	0.563	0.862	2.079	3.416	4.124	4.702	5.191	5.650	6.079	6.488	6.887	7.286	7.675	8.064	8.443	8.802	9.151	9.480
Gly-Phe	CHEBI:73912		HMDB0028848		NCC(=O)N[C@@H](Cc1ccccc1)C(O)=O	InChI=1S/C11H14N2O3/c12-7-10(14)13-9(11(15)16)6-8-4-2-1-3-5-8/h1-5,9H,6-7,12H2,(H,13,14)(H,15,16)/t9-/m0/s1	JBCLFWXMTIKCCB-VIFPVBQESA-N	C11H14N2O3		Human Endosome	2.1	Human Endosome_2.1		222.1004423		223.1077183	245.0896623		223.1081	245.0905					1.686	1.616	1.865		0.452	0.472	0.561	0.871	2.077	3.404	4.132	4.701	5.199	5.648	6.077	6.486	6.895	7.284	7.673	8.062	8.441	8.810	9.149	9.478		0.443	0.473	0.563	0.862	2.079	3.416	4.124	4.702	5.191	5.650	6.079	6.488	6.887	7.286	7.675	8.064	8.443	8.802	9.151	9.480
5-methyl-2'-deoxycytidine	CHEBI:47876	C03592			Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)nc1N	InChI=1S/C10H15N3O4/c1-5-3-13(10(16)12-9(5)11)8-2-6(15)7(4-14)17-8/h3,6-8,14-15H,2,4H2,1H3,(H2,11,12,16)/t6-,7+,8+/m0/s1	LUCHPKXVUGJYGU-XLPZGREQSA-N	C10H15N3O4		Human Endosome	2.1	Human Endosome_2.1		241.106256		242.113532	264.095476		242.1142	264.0953					0.509	0.469	0.638		0.452	0.472	0.561	0.871	2.077	3.404	4.132	4.701	5.199	5.648	6.077	6.486	6.895	7.284	7.673	8.062	8.441	8.810	9.149	9.478		0.443	0.473	0.563	0.862	2.079	3.416	4.124	4.702	5.191	5.650	6.079	6.488	6.887	7.286	7.675	8.064	8.443	8.802	9.151	9.480
2'-deoxyguanosine	CHEBI:17172	C00330	HMDB0000085		NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)N1	InChI=1S/C10H13N5O4/c11-10-13-8-7(9(18)14-10)12-3-15(8)6-1-4(17)5(2-16)19-6/h3-6,16-17H,1-2H2,(H3,11,13,14,18)/t4-,5+,6+/m0/s1	YKBGVTZYEHREMT-KVQBGUIXSA-N	C10H13N5O4		Human Endosome	2.1	Human Endosome_2.1		267.0967539		268.1040299	290.0859739		268.1046	290.0884					0.678	0.619	0.808		0.452	0.472	0.561	0.871	2.077	3.404	4.132	4.701	5.199	5.648	6.077	6.486	6.895	7.284	7.673	8.062	8.441	8.810	9.149	9.478		0.443	0.473	0.563	0.862	2.079	3.416	4.124	4.702	5.191	5.650	6.079	6.488	6.887	7.286	7.675	8.064	8.443	8.802	9.151	9.480
7-methylguanosine	CHEBI:20794		HMDB0001107		CN1C=[N+]([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C2=C1C(=O)N=C(N)N2	InChI=1S/C11H15N5O5/c1-15-3-16(8-5(15)9(20)14-11(12)13-8)10-7(19)6(18)4(2-17)21-10/h3-4,6-7,10,17-19H,2H2,1H3,(H2-,12,13,14,20)/p+1/t4-,6-,7-,10-/m1/s1	OGHAROSJZRTIOK-KQYNXXCUSA-O	C11H16N5O5		Human Endosome	2.1	Human Endosome_2.1		298.1151436		299.1224196	321.1043636		Not detected	Not detected									0.452	0.472	0.561	0.871	2.077	3.404	4.132	4.701	5.199	5.648	6.077	6.486	6.895	7.284	7.673	8.062	8.441	8.810	9.149	9.478		0.443	0.473	0.563	0.862	2.079	3.416	4.124	4.702	5.191	5.650	6.079	6.488	6.887	7.286	7.675	8.064	8.443	8.802	9.151	9.480
tricaproin	CHEBI:77386		HMDB0031125		CCCCCC(=O)OCC(COC(=O)CCCCC)OC(=O)CCCCC	InChI=1S/C21H38O6/c1-4-7-10-13-19(22)25-16-18(27-21(24)15-12-9-6-3)17-26-20(23)14-11-8-5-2/h18H,4-17H2,1-3H3	MAYCICSNZYXLHB-UHFFFAOYSA-N	C21H38O6		Human Endosome	2.1	Human Endosome_2.1		386.2668389		387.2741149	409.2560589		387.2728	409.2565					9.496	9.447	9.605		0.452	0.472	0.561	0.871	2.077	3.404	4.132	4.701	5.199	5.648	6.077	6.486	6.895	7.284	7.673	8.062	8.441	8.810	9.149	9.478		0.443	0.473	0.563	0.862	2.079	3.416	4.124	4.702	5.191	5.650	6.079	6.488	6.887	7.286	7.675	8.064	8.443	8.802	9.151	9.480
